Groceries
# Grocery Regulars
Milk,Dairy,1.0
Bread,Bread,1.0
Eggs,Dairy,1.0
Mexican Cheese,Dairy,1.0
Sour Cream,Dairy,1.0
American Cheese,Dairy,1.0
Mozzarella,Dairy,1.0
Mayo,Uncategorized,1.0
Taco Seasoning,Uncategorized,1.0
Cheddar Cheese,Dairy,1.0
Soda,Soda,1.0
